Page Id	URL	Name	DateAttr	Date
2594	Steve_Lacy	Steve Lacy	dbp:dateOfBirth	1934-07-23 (xsd:date)
2594	Steve_Lacy	Steve Lacy	dbp:dateOfDeath	2004-06-04 (xsd:date)
2594	Steve_Lacy	Steve Lacy	dbp:deathDate	2004-06-04 (xsd:date)
2478	Shea_Stadium	Shea Stadium	dbo:dateOfAbandonment	2008-09-28 (xsd:date)
2478	Shea_Stadium	Shea Stadium	dbo:demolitionDate	2008-10-14 (xsd:date)
2478	Shea_Stadium	Shea Stadium	dbo:openingDate	1964-04-17 (xsd:date)
2478	Shea_Stadium	Shea Stadium	dbp:brokeGround	1961-10-28 (xsd:date)
2478	Shea_Stadium	Shea Stadium	dbp:closed	2008-09-28 (xsd:date)
2478	Shea_Stadium	Shea Stadium	dbp:opened	1964-04-17 (xsd:date)
2864	The_Doors	The Doors	dbo:activeYearsStartYear	1965-01-01 (xsd:date)
2965	The_Rolling_Stones	The Rolling Stones	dbo:activeYearsStartYear	1962-01-01 (xsd:date)
2790	Terry_Riley	Terry Riley	dbo:birthDate	1935-06-24 (xsd:date)
2790	Terry_Riley	Terry Riley	dbo:birthYear	1935-01-01 (xsd:date)
2790	Terry_Riley	Terry Riley	dbp:birthDate	1935-06-24 (xsd:date)
2790	Terry_Riley	Terry Riley	dbp:conducted	2001-02-16 (xsd:date)
2790	Terry_Riley	Terry Riley	dbp:dateOfBirth	1935-06-24 (xsd:date)
2790	Terry_Riley	Terry Riley	dbp:published	2001-06-01 (xsd:date)
2305	Radiohead	Radiohead	dbo:activeYearsStartYear	1985-01-01 (xsd:date)
809	Duke_Ellington	Duke Ellington	dbo:activeYearsEndYear	1974-01-01 (xsd:date)
809	Duke_Ellington	Duke Ellington	dbo:activeYearsStartYear	1914-01-01 (xsd:date)
809	Duke_Ellington	Duke Ellington	dbo:birthDate	1899-04-29 (xsd:date)
809	Duke_Ellington	Duke Ellington	dbo:birthYear	1899-01-01 (xsd:date)
809	Duke_Ellington	Duke Ellington	dbo:deathDate	1974-05-24 (xsd:date)
809	Duke_Ellington	Duke Ellington	dbo:deathYear	1974-01-01 (xsd:date)
809	Duke_Ellington	Duke Ellington	dbp:birthDate	1899-04-29 (xsd:date)
809	Duke_Ellington	Duke Ellington	dbp:dateOfBirth	1899-04-29 (xsd:date)
809	Duke_Ellington	Duke Ellington	dbp:dateOfDeath	1974-05-24 (xsd:date)
809	Duke_Ellington	Duke Ellington	dbp:deathDate	1974-05-24 (xsd:date)
1571	Led_Zeppelin_II	Led Zeppelin II	dbo:releaseDate	1969-10-22 (xsd:date)
1571	Led_Zeppelin_II	Led Zeppelin II	dbp:released	1969-10-22 (xsd:date)
1456	John_Paul_Jones_(musician)	John Paul Jones (musician)	dbo:activeYearsStartYear	1960-01-01 (xsd:date)
1456	John_Paul_Jones_(musician)	John Paul Jones (musician)	dbo:birthDate	1946-01-03 (xsd:date)
1456	John_Paul_Jones_(musician)	John Paul Jones (musician)	dbo:birthYear	1946-01-01 (xsd:date)
1456	John_Paul_Jones_(musician)	John Paul Jones (musician)	dbp:birthDate	1946-01-03 (xsd:date)
1456	John_Paul_Jones_(musician)	John Paul Jones (musician)	dbp:dateOfBirth	1946-01-03 (xsd:date)
755	Dizzy_Gillespie	Dizzy Gillespie	dbo:activeYearsStartYear	1935-01-01 (xsd:date)
755	Dizzy_Gillespie	Dizzy Gillespie	dbo:birthDate	1917-10-21 (xsd:date)
755	Dizzy_Gillespie	Dizzy Gillespie	dbo:birthYear	1917-01-01 (xsd:date)
755	Dizzy_Gillespie	Dizzy Gillespie	dbo:deathDate	1993-01-06 (xsd:date)
755	Dizzy_Gillespie	Dizzy Gillespie	dbo:deathYear	1993-01-01 (xsd:date)
755	Dizzy_Gillespie	Dizzy Gillespie	dbp:birthDate	1917-10-21 (xsd:date)
755	Dizzy_Gillespie	Dizzy Gillespie	dbp:dateOfBirth	1917-10-21 (xsd:date)
755	Dizzy_Gillespie	Dizzy Gillespie	dbp:dateOfDeath	1993-01-06 (xsd:date)
755	Dizzy_Gillespie	Dizzy Gillespie	dbp:deathDate	1993-01-06 (xsd:date)
540	Charlie_Parker	Charlie Parker	dbo:activeYearsEndYear	1955-01-01 (xsd:date)
540	Charlie_Parker	Charlie Parker	dbo:activeYearsStartYear	1937-01-01 (xsd:date)
540	Charlie_Parker	Charlie Parker	dbo:birthDate	1920-08-29 (xsd:date)
540	Charlie_Parker	Charlie Parker	dbo:birthYear	1920-01-01 (xsd:date)
540	Charlie_Parker	Charlie Parker	dbo:deathDate	1955-03-12 (xsd:date)
540	Charlie_Parker	Charlie Parker	dbo:deathYear	1955-01-01 (xsd:date)
540	Charlie_Parker	Charlie Parker	dbp:added	1994-04-07 (xsd:date)
540	Charlie_Parker	Charlie Parker	dbp:birthDate	1920-08-29 (xsd:date)
540	Charlie_Parker	Charlie Parker	dbp:dateOfBirth	1920-08-29 (xsd:date)
540	Charlie_Parker	Charlie Parker	dbp:dateOfDeath	1955-03-12 (xsd:date)
540	Charlie_Parker	Charlie Parker	dbp:deathDate	1955-03-12 (xsd:date)
540	Charlie_Parker	Charlie Parker	dbp:designatedNrhpType	1994-04-07 (xsd:date)
540	Charlie_Parker	Charlie Parker	dbp:designatedOther2Date	1999-05-18 (xsd:date)
2275	Prince_(musician)	Prince (musician)	dbo:activeYearsStartYear	1976-01-01 (xsd:date)
2275	Prince_(musician)	Prince (musician)	dbo:birthDate	1958-06-07 (xsd:date)
2275	Prince_(musician)	Prince (musician)	dbo:birthYear	1958-01-01 (xsd:date)
2275	Prince_(musician)	Prince (musician)	dbp:birthDate	1958-06-07 (xsd:date)
2275	Prince_(musician)	Prince (musician)	dbp:dateOfBirth	1958-06-07 (xsd:date)
2275	Prince_(musician)	Prince (musician)	dbp:years	1981-02-21 (xsd:date)
2275	Prince_(musician)	Prince (musician)	dbp:years	2006-02-04 (xsd:date)
2275	Prince_(musician)	Prince (musician)	dbp:years	2014-11-01 (xsd:date)
3068	Tony_Williams_(drummer)	Tony Williams (drummer)	dbo:activeYearsEndYear	1997-01-01 (xsd:date)
3068	Tony_Williams_(drummer)	Tony Williams (drummer)	dbo:activeYearsStartYear	1961-01-01 (xsd:date)
3068	Tony_Williams_(drummer)	Tony Williams (drummer)	dbo:birthDate	1945-12-12 (xsd:date)
3068	Tony_Williams_(drummer)	Tony Williams (drummer)	dbo:birthYear	1945-01-01 (xsd:date)
3068	Tony_Williams_(drummer)	Tony Williams (drummer)	dbo:deathDate	1997-02-23 (xsd:date)
3068	Tony_Williams_(drummer)	Tony Williams (drummer)	dbo:deathYear	1997-01-01 (xsd:date)
3068	Tony_Williams_(drummer)	Tony Williams (drummer)	dbp:birthDate	1945-12-12 (xsd:date)
3068	Tony_Williams_(drummer)	Tony Williams (drummer)	dbp:dateOfBirth	1945-12-12 (xsd:date)
3068	Tony_Williams_(drummer)	Tony Williams (drummer)	dbp:dateOfDeath	1997-02-23 (xsd:date)
3068	Tony_Williams_(drummer)	Tony Williams (drummer)	dbp:deathDate	1997-02-23 (xsd:date)
1105	Glenn_Miller	Glenn Miller	dbo:activeYearsEndYear	1944-01-01 (xsd:date)
1105	Glenn_Miller	Glenn Miller	dbo:activeYearsStartYear	1923-01-01 (xsd:date)
1105	Glenn_Miller	Glenn Miller	dbo:birthDate	1904-03-01 (xsd:date)
1105	Glenn_Miller	Glenn Miller	dbo:deathDate	1944-12-15 (xsd:date)
1105	Glenn_Miller	Glenn Miller	dbp:birthDate	1904-03-01 (xsd:date)
1105	Glenn_Miller	Glenn Miller	dbp:deathDate	1944-12-15 (xsd:date)
639	Count_Basie	Count Basie	dbo:activeYearsEndYear	1984-01-01 (xsd:date)
639	Count_Basie	Count Basie	dbo:activeYearsStartYear	1924-01-01 (xsd:date)
639	Count_Basie	Count Basie	dbo:birthDate	1904-08-21 (xsd:date)
639	Count_Basie	Count Basie	dbo:birthYear	1904-01-01 (xsd:date)
639	Count_Basie	Count Basie	dbo:deathDate	1984-04-26 (xsd:date)
639	Count_Basie	Count Basie	dbo:deathYear	1984-01-01 (xsd:date)
639	Count_Basie	Count Basie	dbp:birthDate	1904-08-21 (xsd:date)
639	Count_Basie	Count Basie	dbp:dateOfBirth	1904-08-21 (xsd:date)
639	Count_Basie	Count Basie	dbp:dateOfDeath	1984-04-26 (xsd:date)
639	Count_Basie	Count Basie	dbp:deathDate	1984-04-26 (xsd:date)
1315	Jack_Johnson_(boxer)	Jack Johnson (boxer)	dbo:birthDate	1878-03-31 (xsd:date)
1315	Jack_Johnson_(boxer)	Jack Johnson (boxer)	dbo:birthYear	1878-01-01 (xsd:date)
1315	Jack_Johnson_(boxer)	Jack Johnson (boxer)	dbo:deathDate	1946-06-10 (xsd:date)
1315	Jack_Johnson_(boxer)	Jack Johnson (boxer)	dbo:deathYear	1946-01-01 (xsd:date)
1315	Jack_Johnson_(boxer)	Jack Johnson (boxer)	dbp:birthDate	1878-03-31 (xsd:date)
1315	Jack_Johnson_(boxer)	Jack Johnson (boxer)	dbp:dateOfBirth	1878-03-31 (xsd:date)
1315	Jack_Johnson_(boxer)	Jack Johnson (boxer)	dbp:dateOfDeath	1946-06-10 (xsd:date)
1315	Jack_Johnson_(boxer)	Jack Johnson (boxer)	dbp:deathDate	1946-06-10 (xsd:date)
873	Eric_Dolphy	Eric Dolphy	dbo:activeYearsEndYear	1964-01-01 (xsd:date)
873	Eric_Dolphy	Eric Dolphy	dbo:activeYearsStartYear	1949-01-01 (xsd:date)
873	Eric_Dolphy	Eric Dolphy	dbo:birthDate	1928-06-20 (xsd:date)
873	Eric_Dolphy	Eric Dolphy	dbo:birthYear	1928-01-01 (xsd:date)
873	Eric_Dolphy	Eric Dolphy	dbo:deathDate	1964-06-29 (xsd:date)
873	Eric_Dolphy	Eric Dolphy	dbo:deathYear	1964-01-01 (xsd:date)
873	Eric_Dolphy	Eric Dolphy	dbp:birthDate	1928-06-20 (xsd:date)
873	Eric_Dolphy	Eric Dolphy	dbp:dateOfBirth	1928-06-20 (xsd:date)
873	Eric_Dolphy	Eric Dolphy	dbp:dateOfDeath	1964-06-29 (xsd:date)
873	Eric_Dolphy	Eric Dolphy	dbp:deathDate	1964-06-29 (xsd:date)
1389	Jeff_Noon	Jeff Noon	dbo:birthDate	1957-01-01 (xsd:date)
1389	Jeff_Noon	Jeff Noon	dbo:birthYear	1957-01-01 (xsd:date)
3969	Wilco	Wilco	dbo:activeYearsStartYear	1994-01-01 (xsd:date)
447	Boris_Vian	Boris Vian	dbo:birthDate	1920-03-10 (xsd:date)
447	Boris_Vian	Boris Vian	dbo:birthYear	1920-01-01 (xsd:date)
447	Boris_Vian	Boris Vian	dbo:deathDate	1959-06-23 (xsd:date)
447	Boris_Vian	Boris Vian	dbo:deathYear	1959-01-01 (xsd:date)
447	Boris_Vian	Boris Vian	dbp:birthDate	1920-03-10 (xsd:date)
447	Boris_Vian	Boris Vian	dbp:dateOfBirth	1920-03-10 (xsd:date)
447	Boris_Vian	Boris Vian	dbp:dateOfDeath	1959-06-23 (xsd:date)
447	Boris_Vian	Boris Vian	dbp:deathDate	1959-06-23 (xsd:date)
2606	Sting_(musician)	Sting (musician)	dbo:birthDate	1951-10-02 (xsd:date)
2606	Sting_(musician)	Sting (musician)	dbo:birthYear	1951-01-01 (xsd:date)
2606	Sting_(musician)	Sting (musician)	dbp:birthDate	1951-10-02 (xsd:date)
2606	Sting_(musician)	Sting (musician)	dbp:dateOfBirth	1951-10-02 (xsd:date)
1555	Larry_Graham	Larry Graham	dbo:activeYearsStartYear	1961-01-01 (xsd:date)
1555	Larry_Graham	Larry Graham	dbo:birthDate	1946-08-14 (xsd:date)
1555	Larry_Graham	Larry Graham	dbo:birthYear	1946-01-01 (xsd:date)
1555	Larry_Graham	Larry Graham	dbp:birthDate	1946-08-14 (xsd:date)
1555	Larry_Graham	Larry Graham	dbp:dateOfBirth	1946-08-14 (xsd:date)
2087	OK_Computer	OK Computer	dbo:releaseDate	1997-05-21 (xsd:date)
2087	OK_Computer	OK Computer	dbp:accessdate	2012-09-25 (xsd:date)
2087	OK_Computer	OK Computer	dbp:accessdate	2012-10-30 (xsd:date)
2087	OK_Computer	OK Computer	dbp:accessdate	2013-09-11 (xsd:date)
2087	OK_Computer	OK Computer	dbp:accessdate	2013-09-15 (xsd:date)
2087	OK_Computer	OK Computer	dbp:released	1997-05-21 (xsd:date)
201	Amon_Tobin	Amon Tobin	dbo:activeYearsStartYear	1995-01-01 (xsd:date)
201	Amon_Tobin	Amon Tobin	dbo:birthDate	1972-02-07 (xsd:date)
201	Amon_Tobin	Amon Tobin	dbo:birthYear	1972-01-01 (xsd:date)
201	Amon_Tobin	Amon Tobin	dbp:birthDate	1972-02-07 (xsd:date)
201	Amon_Tobin	Amon Tobin	dbp:dateOfBirth	1972-02-07 (xsd:date)
402	Blue_Note_Records	Blue Note Records	dbo:foundingYear	1939-01-01 (xsd:date)
402	Blue_Note_Records	Blue Note Records	dbo:foundingYear	1985-01-01 (xsd:date)
769	Don_DeLillo	Don DeLillo	dbo:birthDate	1936-11-20 (xsd:date)
769	Don_DeLillo	Don DeLillo	dbo:birthYear	1936-01-01 (xsd:date)
769	Don_DeLillo	Don DeLillo	dbp:birthDate	1936-11-20 (xsd:date)
769	Don_DeLillo	Don DeLillo	dbp:dateOfBirth	1936-11-20 (xsd:date)
175	Alex_Haley	Alex Haley	dbo:birthDate	1921-08-11 (xsd:date)
175	Alex_Haley	Alex Haley	dbo:deathDate	1992-02-10 (xsd:date)
175	Alex_Haley	Alex Haley	dbp:birthDate	1921-08-11 (xsd:date)
175	Alex_Haley	Alex Haley	dbp:deathDate	1992-02-10 (xsd:date)
2822	The_Byrds	The Byrds	dbo:activeYearsEndYear	1973-01-01 (xsd:date)
2822	The_Byrds	The Byrds	dbo:activeYearsStartYear	1964-01-01 (xsd:date)
2156	Paul_Whiteman	Paul Whiteman	dbo:birthDate	1890-03-28 (xsd:date)
2156	Paul_Whiteman	Paul Whiteman	dbo:birthYear	1890-01-01 (xsd:date)
2156	Paul_Whiteman	Paul Whiteman	dbo:deathDate	1967-12-29 (xsd:date)
2156	Paul_Whiteman	Paul Whiteman	dbo:deathYear	1967-01-01 (xsd:date)
2156	Paul_Whiteman	Paul Whiteman	dbp:birthDate	1890-03-28 (xsd:date)
2156	Paul_Whiteman	Paul Whiteman	dbp:dateOfBirth	1890-03-28 (xsd:date)
2156	Paul_Whiteman	Paul Whiteman	dbp:dateOfDeath	1967-12-29 (xsd:date)
2156	Paul_Whiteman	Paul Whiteman	dbp:deathDate	1967-12-29 (xsd:date)
2154	Paul_Shaffer	Paul Shaffer	dbo:activeYearsEndYear	2015-01-01 (xsd:date)
2154	Paul_Shaffer	Paul Shaffer	dbo:activeYearsStartYear	1972-01-01 (xsd:date)
2154	Paul_Shaffer	Paul Shaffer	dbo:birthDate	1949-11-28 (xsd:date)
2154	Paul_Shaffer	Paul Shaffer	dbo:birthYear	1949-01-01 (xsd:date)
2154	Paul_Shaffer	Paul Shaffer	dbp:birthDate	1949-11-28 (xsd:date)
2648	Switchfoot	Switchfoot	dbo:activeYearsStartYear	1996-01-01 (xsd:date)
1304	J._J._Johnson	J. J. Johnson	dbo:activeYearsEndYear	1996-01-01 (xsd:date)
1304	J._J._Johnson	J. J. Johnson	dbo:activeYearsStartYear	1942-01-01 (xsd:date)
1304	J._J._Johnson	J. J. Johnson	dbo:birthDate	1924-01-22 (xsd:date)
1304	J._J._Johnson	J. J. Johnson	dbo:birthYear	1924-01-01 (xsd:date)
1304	J._J._Johnson	J. J. Johnson	dbo:deathDate	2001-02-04 (xsd:date)
1304	J._J._Johnson	J. J. Johnson	dbo:deathYear	2001-01-01 (xsd:date)
1304	J._J._Johnson	J. J. Johnson	dbp:birthDate	1924-01-22 (xsd:date)
1304	J._J._Johnson	J. J. Johnson	dbp:dateOfBirth	1924-01-22 (xsd:date)
1304	J._J._Johnson	J. J. Johnson	dbp:dateOfDeath	2001-02-04 (xsd:date)
1304	J._J._Johnson	J. J. Johnson	dbp:deathDate	2001-02-04 (xsd:date)
2145	Parliament-Funkadelic	Parliament-Funkadelic	dbo:activeYearsStartYear	1968-01-01 (xsd:date)
822	East_St._Louis,_Illinois	East St. Louis, Illinois	dbo:foundingDate	1820-06-06 (xsd:date)
822	East_St._Louis,_Illinois	East St. Louis, Illinois	dbp:established	1820-06-06 (xsd:date)
2284	Public_Image_Ltd	Public Image Ltd	dbo:activeYearsEndYear	1992-01-01 (xsd:date)
2284	Public_Image_Ltd	Public Image Ltd	dbo:activeYearsStartYear	1978-01-01 (xsd:date)
509	Carlos_Santana	Carlos Santana	dbo:activeYearsStartYear	1966-01-01 (xsd:date)
509	Carlos_Santana	Carlos Santana	dbo:birthDate	1947-07-20 (xsd:date)
509	Carlos_Santana	Carlos Santana	dbp:birthDate	1947-07-20 (xsd:date)
2393	Rollins_Band	Rollins Band	dbo:activeYearsEndYear	2003-01-01 (xsd:date)
2393	Rollins_Band	Rollins Band	dbo:activeYearsStartYear	1987-01-01 (xsd:date)
1321	Jaco_Pastorius	Jaco Pastorius	dbo:activeYearsEndYear	1987-01-01 (xsd:date)
1321	Jaco_Pastorius	Jaco Pastorius	dbo:activeYearsStartYear	1964-01-01 (xsd:date)
1321	Jaco_Pastorius	Jaco Pastorius	dbo:birthDate	1951-12-01 (xsd:date)
1321	Jaco_Pastorius	Jaco Pastorius	dbo:birthYear	1951-01-01 (xsd:date)
1321	Jaco_Pastorius	Jaco Pastorius	dbo:deathDate	1987-09-21 (xsd:date)
1321	Jaco_Pastorius	Jaco Pastorius	dbo:deathYear	1987-01-01 (xsd:date)
1321	Jaco_Pastorius	Jaco Pastorius	dbp:birthDate	1951-12-01 (xsd:date)
1321	Jaco_Pastorius	Jaco Pastorius	dbp:dateOfBirth	1951-12-01 (xsd:date)
1321	Jaco_Pastorius	Jaco Pastorius	dbp:dateOfDeath	1987-09-21 (xsd:date)
1321	Jaco_Pastorius	Jaco Pastorius	dbp:deathDate	1987-09-21 (xsd:date)
3777	Warren_DeMartini	Warren DeMartini	dbo:activeYearsStartYear	1981-01-01 (xsd:date)
3777	Warren_DeMartini	Warren DeMartini	dbo:birthDate	1963-04-10 (xsd:date)
3777	Warren_DeMartini	Warren DeMartini	dbo:birthDate	1964-04-10 (xsd:date)
